locus_tag,gene,mRNA_level
b1145,ymfK,424.731
b1147,ymfL,123.806
b1148,ymfM,341.767
b1149,ymfN,134.933
b1150,ymfR,1999.2
b1151,ymfO,226.538
b1152,ymfP,487.742
b1153,ymfQ,313.366
b1154,ycfK,294.309
b1155,ymfS,46.216
b1156,tfaE,213.827
b1157,stfE,78.4885
b1158,pin,173.362
b1159,mcrA,211.88
b1160,ycgW,25.9571
b1161,ycgX,50.9298
b1162,ycgE,628.848
b1163,ycgF,169.173
b1164,ycgZ,311.475
b1165,ymgA,868.534
b1166,ymgB,155.132
b1167,ymgC,40.2314
b1168,ycgG,9.73646
b4491,ycgH,N.D.
b1171,ymgD,374.894
b1174,minE,2385.81
b1175,minD,2724.44
b1176,minC,2840.25
b1177,ycgJ,774.956
b1178,ycgK,885.06
b1179,ycgL,1065.35
b1180,ycgM,832.572
b1181,ycgN,1105.01
b1182,hlyE,481.68
b1183,umuD,184.45
b1184,umuC,162.933
b1185,dsbB,748.21
b1186,nhaB,893.713
b1187,fadR,981.865
b1188,ycgB,736.904
b1189,dadA,611.816
b1190,dadX,355.174
b1191,ycgO,351.255
b1192,ldcA,995.805
b1193,mltE,1043.57
b1194,ycgR,96.3947
b1195,ymgE,1223.92
b1196,ycgY,94.9341
b1197,treA,510.945
b1198,dhaM,839.445
b1199,dhaL,1321.7
b1200,dhaK,1152.4
b1201,dhaR,348.764
b1202,ycgV,71.8226
b1203,ychF,1331.19
b1204,pth,973.051
b1205,ychH,484.471
b1206,ychM,139.055
b1207,prsA,2016.52
b1208,ispE,4531.44
b1209,hemM,1718.18
b1210,hemA,993.589
b1211,prfA,661.208
b1212,hemK,420.896
b1213,ychQ,98.1317
b1214,ychA,1567.66
b1215,kdsA,2027.15
b4419,ldrA,N.D.
b4421,ldrB,N.D.
b4423,ldrC,N.D.
b1216,chaA,486.735
b1217,chaB,1009.29
b1218,chaC,854.135
b1219,ychN,1016.63
b1220,ychP,382.189
b1221,narL,1464.42
b1222,narX,1409.16
b1223,narK,241.812
b1224,narG,815.386
b1225,narH,994.714
b1226,narJ,657.96
b1227,narI,581.365
b1229,tpr,167.839
b1232,purU,1847.87
b1233,ychJ,1299.28
b1234,ychK,1047.43
b1235,hnr,1669.42
b1236,galU,1499.81
b1237,hns,5202.07
b1238,tdk,811.597
b1239,ychG,102.51
b1241,adhE,2285.84
b1242,ychE,147.848
b1243,oppA,2760.77
b1244,oppB,1273.65
b1245,oppC,1500.41
b1246,oppD,1248.27
b1247,oppF,972.244
b1248,yciU,1433.2
b1249,cls,1043.08
b1250,kch,652.167
b1251,yciI,1338.41
b1252,tonB,1007.75
b1253,yciA,1221.85
b1254,ispZ,883.25
b1255,yciC,1093.55
b1256,yciD,458.798
b1257,yciE,227.524
b1258,yciF,513.084
b1259,yciG,626.958
b1260,trpA,2611.81
b1261,trpB,3677.69
b1262,trpC,3650.77
b1263,trpD,2106.12
b1264,trpE,2150.5
b1265,trpL,2144.18
b1266,yciV,1904.49
b1267,yciO,1055.7
b1268,yciQ,212.724
b1269,yciL,1896.92
b1270,btuR,436.81
b1271,yciK,921.616
b1272,sohB,910.365
b1273,yciN,658.952
b1274,topA,1162.33
b1275,cysB,681.343
b1276,acnA,1052.47
b1277,ribA,1028.31
b1278,pgpB,1323.62
b1279,yciS,845.96
b1280,yciM,407.423
b1281,pyrF,1229.14
b1282,yciH,1474.37
b1283,osmB,1215.32
b1284,yciT,624.783
b1285,yciR,504.179
b1286,rnb,1962.19
b1287,yciW,1895.7
b1288,fabI,2579.76
b1289,ycjD,73.745
b1290,sapF,645.055
b1291,sapD,380.616
b1292,sapC,485.185
b1293,sapB,250.834
b1294,sapA,629.757
b1295,ymjA,704.479
b1296,ycjJ,524.831
b1297,ycjK,1212.39
b1298,ycjL,1575.79
b1299,ycjC,897.256
b1300,aldH,777.337
b1301,ordL,1396.5
b1302,goaG,1131.35
b1303,pspF,302.309
b1304,pspA,807.357
b1305,pspB,962.075
b1306,pspC,509.549
b1307,pspD,511.24
b1308,pspE,557.799
b1309,ycjM,103.773
b1310,ycjN,77.6794
b1311,ycjO,83.4329
b1312,ycjP,392.497
b1313,ycjQ,298.929
b1314,ycjR,161.425
b1315,ycjS,116.668
b1316,ycjT,66.863
b1317,ycjU,41.7777
b1318,ycjV,495.988
b1319,ompG,187.336
b1320,ycjW,541.134
b1321,ycjX,653.897
b1322,ycjF,573.118
b1323,tyrR,653.564
b1324,tpx,3783.34
b1325,ycjG,1175.14
b1326,ycjI,500.825
b1327,ycjY,450.79
b1328,ycjZ,377.791
b1329,mppA,361.199
b1330,ynaI,493.881
b1331,trs5_4,N.D.
b1332,ynaJ,2218.13
b1333,ydaA,1575.38
b1334,fnr,2785.48
b1335,ogt,365.654
b1336,abgT,120.303
b1337,abgB,83.5342
b1338,abgA,630.683
b1339,abgR,300.147
b1340,ydaL,603.839
b1341,ydaM,511.183
b1342,ydaN,397.735
b1343,dbpA,555.177
b1344,ydaO,721.075
b1345,intR,475.925
b1346,xisR,15.608
b1347,ydaC,24.2873
b1348,lar,44.8194
b1349,recT,195.268
b1350,recE,186.131
b1351,racC,46.4257
b1352,kil,43.1345
b1353,sieB,29.0955
b1355,ydaG,181.988
b1356,racR,1242.09
b1357,ydaS,78.5642
b1358,ydaT,115.562
b1359,ydaU,399.372
b1360,ydaV,219.124
b1361,ydaW,220.935
b1362,rzpR,127.683
b1363,trkG,178.719
b1365,ynaK,396.515
b1366,ydaY,95.9611
b1368,ynaA,65.1754
b1370,trs5_5,1107.01
b1372,stfR,226.234
b1373,tfaR,N.D.
b1374,pinR,132.714
b1375,ynaE,66.1991
b1376,ynaF,1175.35
b1377,ompN,118.863
b1378,ydbK,433.513
b1379,hslJ,449.096
b1380,ldhA,856.726
b1381,ydbH,351.024
b1382,ynbE,260.386
b1383,ydbL,510.548
b1384,feaR,90.2765
b1385,feaB,347.676
b1386,tynA,44.4274
b1387,paaZ,675.574
b1388,paaA,70.1681
b1389,paaB,169.756
b1390,paaC,309.076
b1391,paaD,103.152
b1392,paaE,782.985
b1393,paaF,311.721
b1394,paaG,139.781
b1395,paaH,584.547
b1396,paaI,79.3266
b1397,paaJ,414.18
b1398,paaK,241.194
b1399,paaX,300.162
b1400,paaY,447.729
b1402,yi22_2,1302.87
b1403,yi21_2,N.D.
b1404,tra8_2,N.D.
b4492,ydbA,N.D.
b1406,ydbC,624.248
b1407,ydbD,668.092
b1408,ynbA,315.577
b1409,ynbB,86.0602
b1410,ynbC,93.3176
b1411,ynbD,442.424
b1412,acpD,824.26
b1413,hrpA,1189.19
b1414,ydcF,408.77
b1415,aldA,1231.32
b4493,gapC,N.D.
b1418,cybB,1671.81
b1419,ydcA,676.379
b4428,hokB,N.D.
b1420,mokB,211.367
b1421,trg,628.679
b1422,ydcI,509.103
b1423,ydcJ,185.381
b1424,ydcG,393.796
b1426,ydcH,217.959
b1427,rimL,366.483
b1428,ydcK,422.357
b1429,tehA,450.546
b1430,tehB,699.924
b1431,ydcL,776.86
b1432,ydcM,595.693
b1433,ydcO,214.274
b1434,ydcN,227.096
b1435,ydcP,1267.99
b1436,yncJ,286.418
b1438,ydcQ,690.974
b1439,ydcR,299.476
b1440,ydcS,496.416
b1441,ydcT,393.158
b1442,ydcU,114.502
b1443,ydcV,315.181
b1444,ydcW,620.691
b1445,ydcX,486.881
b1446,ydcY,906.865
b1447,ydcZ,336.046
b1448,yncA,1140.11
b1449,yncB,755.558
b1450,yncC,286.914
b1451,yncD,230.389
b1452,yncE,1349.79
b1453,ansP,566.908
b1454,yncG,238.677
b1455,yncH,101.042
b1456,rhsE,62.2045
b1457,ydcD,134.892
b1460,ydcC,N.D.
b1461,ydcE,975.904
b1462,yddH,354.456
b1463,nhoA,282.095
b1464,yddE,315.786
b1465,narV,130.541
b1466,narW,314.779
b1467,narY,365.178
b1468,narZ,362.657
b1469,narU,616.399
b1470,yddJ,2.77694
b1471,yddK,19.8886
b1473,yddG,421.826
b1474,fdnG,287.312
b1475,fdnH,547.61
b1476,fdnI,90.9375
b1477,yddM,868.17
b1478,adhP,1189.54
b1479,sfcA,1455.93
b1480,rpsV,5934.02
b1481,bdm,410.725
b1482,osmC,2646.14
b1483,yddO,260.88
b1484,yddP,93.1116
b1485,yddQ,99.6088
b1486,yddR,201.592
b1487,yddS,108.635
b1488,ddpX,414.415
b1489,dos,153.458
b1490,yddV,284.158
b1491,yddW,364.691
b1492,xasA,1301.65
b1493,gadB,2394.33
b1494,pqqL,85.1432
b1495,yddB,116.88
b1496,yddA,113.672
b1497,ydeM,23.4906
b1498,ydeN,114.924
b1499,ydeO,39.7846
b1501,ydeP,57.6171
b1502,ydeQ,61.0096
b1503,ydeR,109.547
b1504,ydeS,94.4548
b1507,hipA,369.253
b1508,hipB,513.787
b1509,ydeU,716.129
b1510,ydeK,333.527
b1511,ydeV,125.471
b1512,ydeW,400.76
b1513,ego,98.2582
b1514,ydeY,320.168
b1515,ydeZ,124.487
b1516,yneA,328.009
b1517,yneB,641.609
b1518,yneC,251.889
b1519,tam,733.035
b1520,yneE,414.683
b1521,uxaB,232.888
b1522,yneF,199.328
b1523,yneG,903.003
b1524,yneH,725.762
b1525,yneI,587.351
b1526,yneJ,149.142
b1527,yneK,35.7807
b1528,sotB,449.045
b1529,marC,393.238
b1530,marR,963.588
b1531,marA,912.475
b1532,marB,117.256
b1533,eamA,923.674
b1534,ydeE,493.248
b1535,ydeH,241.199
b1536,ydeI,858.477
b1537,ydeJ,256.953
b1538,dcp,940.62
b1539,ydfG,1963.47
b1540,ydfH,535.591
b1541,ydfZ,383.828
b1542,ydfI,305.901
b1543,ydfJ,217.03
b1544,ydfK,N.D.
b1545,pinQ,N.D.
b1546,tfaQ,215.527
b1547,stfQ,1613.54
b1548,nohA,113.499
b1549,ydfO,55.0155
b1550,gnsB,1301.59
b1551,ynfN,174.374
b1552,cspI,46.0567
b1553,ydfP,119.935
b1554,ydfQ,121.984
b1555,ydfR,77.506
b1556,essQ,617.235
b1557,cspB,77.4817
b1558,cspF,200.307
b1559,ydfT,831.47
b1560,ydfU,300.581
b1561,rem,171.265
b1562,hokD,454.447
b1563,relE,632.762
b1564,relB,1317.44
b1565,ydfV,204.2
b1566,flxA,146.576
b1567,ydfW,225.366
b1568,ydfX,43.4998
b1569,dicC,165.484
b1570,dicA,1190.57
b1571,ydfA,110.245
b1572,ydfB,242.383
b1573,ydfC,225.929
b1575,dicB,65.7948
b1576,ydfD,N.D.
b1577,ydfE,71.4181
b1579,intQ,130.745
b1580,rspB,71.7377
b1581,rspA,61.9635
b1582,ynfA,650.627
b1583,ynfB,2392.25
b1584,speG,1587.56
b1585,ynfC,557.147
b1586,ynfD,786.732
b1587,ynfE,41.5273
b1588,ynfF,101.369
b1589,ynfG,101.3
b1590,ynfH,435.406
b1591,ynfI,903.527
b1592,ynfJ,114.34
b1593,ynfK,135.63
b1594,mlc,593.174
b1595,ynfL,1149.97
b1596,ynfM,106.138
b1597,asr,564.556
b1598,ydgD,595.636
b1599,ydgE,276.034
b1600,ydgF,434.474
b1601,ydgG,86.4013
b1602,pntB,2995.21
b1603,pntA,6016.61
b1604,ydgH,1327.16
b1605,ydgI,264.419
b1606,ydgB,617.547
b1607,ydgC,604.506
b1608,rstA,930.634
b1609,rstB,497.051
b1610,tus,299.219
b1611,fumC,537.35
b1612,fumA,1290.21
b1613,manA,858.638
b1614,ydgA,1494.91
b1615,uidC,117.851
b1616,uidB,945.083
b1617,uidA,428.275
b1618,uidR,1327.54
b1619,hdhA,1622.65
b1620,malI,303.59
b1621,malX,268.135
b1622,malY,274.163
b1623,add,638.96
b1624,ydgJ,1130.02
b4409,blr,N.D.
b1625,ydgT,495.886
b1626,ydgK,472.345
b1627,rnfA,640.795
b1628,rnfB,959.524
b1629,rnfC,816.834
b1630,rnfD,540.165
b1631,rnfG,520.827
b1632,rnfE,999.966
b1633,nth,339.434
b1634,ydgR,440.515
b1635,gst,1644.88
b1636,pdxY,798.585
b1637,tyrS,2103.06
b1638,pdxH,1192.99
b1639,ydhA,142.64
b1640,ydhH,565.268
b1641,slyB,4608.54
b1642,slyA,1625.01
b1643,ydhI,140.02
b1644,ydhJ,105.132
b1645,ydhK,80.0255
b1646,sodC,1615.15
b1647,ydhF,1045.98
b1648,ydhL,163.452
b1649,ydhM,409.117
b1650,nemA,462.254
b1651,gloA,2020.53
b1652,rnt,690.703
b1653,lhr,155.646
b1654,ydhD,3136.7
b1655,ydhO,488.215
b1656,sodB,4475.57
b1657,ydhP,503.211
b1658,purR,1398.42
b1659,ydhB,450.164
b1660,ydhC,505.47
b1661,cfa,1667.9
b1662,ribC,940.901
b1663,norM,496.817
b1664,ydhQ,1090.41
b1667,ydhR,2555.68
b1668,ydhS,362.528
b1669,ydhT,398.297
b1670,ydhU,84.2604
b1671,ydhX,175.692
b1672,ydhW,167.616
b1673,ydhV,431.353
b1674,ydhY,76.6267
b1675,ydhZ,581.652
b1676,pykF,2689.02
b1677,lpp,7235.09
b1678,ynhG,1224.32
b1679,sufE,585.092
b1680,sufS,679.012
b1681,sufD,779.126
b1682,sufC,695.382
b1683,sufB,1034.9
b1684,sufA,1078.98
b1685,ydiH,2173.6
b1686,ydiI,936.394
b1687,ydiJ,1966.61
b1688,ydiK,485.526
b1689,ydiL,63.8438
b1690,ydiM,56.3459
b1691,ydiN,58.4636
b1692,ydiB,139.864
b1693,aroD,820.212
b1694,ydiF,243.227
b1695,ydiO,162.291
b1696,ydiP,56.795
b1697,ydiQ,168.578
b1698,ydiR,375.215
b1699,ydiS,392.095
b1700,ydiT,744.723
b1701,ydiD,516.295
b1702,ppsA,1857.84
b1703,ydiA,1352.2
b1704,aroH,876.731
b1705,ydiE,232.074
b1706,ydiU,934.682
b1707,ydiV,186.786
b1708,nlpC,636.626
b1709,btuD,543.236
b1710,btuE,888.991
b1711,btuC,981.861
b1712,himA,2902.91
b1713,pheT,3832.33
b1714,pheS,2322.87
b1715,pheM,127.508
b1716,rplT,2651.15
b1717,rpmI,5123.74
b1718,infC,6643.08
b1719,thrS,5093.48
b4494,arpB,N.D.
b1722,ydiY,415.212
b1723,pfkB,1401.19
b1724,ydiZ,1828.47
b1725,yniA,799.828
b1726,yniB,893.978
b1727,yniC,724.874
b1728,ydjM,185.462
b1729,ydjN,2068.07
b1730,ydjO,102.077
b1731,cedA,202.682
b1732,katE,1753.77
b1733,ydjC,337.858
b1734,celF,342.321
b1735,celD,257.583
b1736,celC,212.807
b1737,celB,109.87
b1738,celA,658.787
b1739,osmE,2271.45
b1740,nadE,2500.05
b1741,ydjQ,1016.54
b1742,ydjR,283.481
b1743,spy,1095.65
b1744,astE,153.442
b1745,astB,601.641
b1746,astD,532.694
b1747,astA,575.71
b1748,astC,628.44
b1749,xthA,1953.63
b1750,ydjX,63.1031
b1751,ydjY,229.932
b1752,ydjZ,170.703
b1753,ynjA,749.796
b1754,ynjB,622.594
b1755,ynjC,147.258
b1756,ynjD,164.026
b1757,ynjE,224.895
b1758,ynjF,360.148
b1759,nudG,446.405
b1760,ynjH,257.435
b1761,gdhA,2587.22
b1762,ynjI,213.579
b1763,topB,559.708
b1764,selD,1777.48
b1765,ydjA,1615.08
b1766,sppA,694.755
b1767,ansA,1134.6
b1768,pncA,852.813
b1769,ydjE,143.739
b1770,ydjF,227.39
b1771,ydjG,290.615
b1772,ydjH,196.453
b1773,ydjI,221.067
b1774,ydjJ,140.586
b1775,ydjK,129.949
b1776,ydjL,201.259
b1777,yeaC,3236.9
b1778,yeaA,4948.7
b1779,gapA,7581.1
b1780,yeaD,1272.17
b1781,yeaE,364.742
b1782,mipA,2851.32
b1783,yeaG,1789.54
b1784,yeaH,592.155
b1785,yeaI,71.534
b1786,yeaJ,312.198
b1787,yeaK,780.047
b1789,yeaL,595.454
b1790,yeaM,122.126
b1791,yeaN,197.58
b1792,yeaO,770.84
b1793,yoaF,377.149
b1794,yeaP,976.398
b1795,yeaQ,2607.12
b1796,yoaG,278.176
b1797,yeaR,547.164
b1798,yeaS,30.4582
b1799,yeaT,308.384
b1800,yeaU,102.146
b1801,yeaV,437.692
b1802,yeaW,270.747
b1803,yeaX,568.24
b1804,rnd,758.347
b1805,fadD,981.675
b1806,yeaY,508.068
b1807,yeaZ,1042.32
b1808,yoaA,395.578
b1809,yoaB,2458.51
b1810,yoaC,2102.41
b1811,yoaH,1831.22
b1812,pabB,1052.76
b1813,yeaB,655.081
b1814,sdaA,478.091
b1815,yoaD,437.362
b1816,yoaE,323.274
b1817,manX,4793.75
b1818,manY,4437.61
b1819,manZ,1219.62
b1820,yobD,466.151
b1821,yebN,367.481
b1822,rrmA,456.081
b1823,cspC,6113.26
b1824,yobF,6411.36
b1825,yebO,686.211
b1826,yobG,961.698
b1827,kdgR,894.944
b1828,yebQ,393.252
b1829,htpX,1267.66
b1830,prc,1086.91
b1831,proQ,2871.58
b1832,yebR,3449.58
b1833,yebS,359.291
b1834,yebT,402.174
b1835,yebU,293.88
b1836,yebV,1252.84
b1837,yebW,694.338
b1838,pphA,292.289
b1839,yebY,1203.69
b1840,yebZ,1642.36
b1841,yobA,1738.13
b1842,holE,1028.27
b1843,yobB,297.516
b1844,exoX,852.294
b1845,ptrB,646.097
b1846,yebE,347.552
b1847,yebF,1998.6
b1848,yebG,1254.38
b1849,purT,1620.5
b1850,eda,1579
b1851,edd,1963.35
b1852,zwf,1963.01
b1853,yebK,682.475
b1854,pykA,1263.01
b1855,msbB,1042.83
b1856,yebA,480.93
b1857,znuA,1203.77
b1858,znuC,713.455
b1859,znuB,399.441
b1860,ruvB,738.941
b1861,ruvA,992.554
b1862,yebB,542.816
b1863,ruvC,1164.12
b1864,yebC,2302.57
b1865,ntpA,1827.97
b1866,aspS,2277.46
b1867,yecD,888.636
b1868,yecE,285.882
b1869,yecN,1105.55
b1870,yecO,1327.77
b1871,yecP,439.528
b1872,torZ,201.956
b1873,torY,114.425
b1874,cutC,244.138
b1875,yecM,900.307
b1876,argS,919.931
b1877,yecT,53.2471
b1878,flhE,168.483
b1879,flhA,280.083
b1880,flhB,533.502
b1881,cheZ,137.171
b1882,cheY,521.117
b1883,cheB,462.824
b1884,cheR,216.758
b1885,tap,586.79
b1886,tar,483.851
b1887,cheW,362.065
b1888,cheA,178.574
b1889,motB,497.591
b1890,motA,386.347
b1891,flhC,708.667
b1892,flhD,555.383
b1893,insB_5,N.D.
b1894,insA_5,285.011
b1895,yecG,323.609
b1896,otsA,901.62
b1897,otsB,1474.87
b4460,araH,N.D.
b1900,araG,195.846
b1901,araF,504.992
b1902,yecI,378.951
b1904,yecR,44.546
b1905,ftn,1469.5
b1906,yecH,78.2258
b1907,tyrP,550.785
b1908,yecA,827.883
b1912,pgsA,799.582
b1913,uvrC,926.465
b1914,uvrY,1925.78
b1915,yecF,576.48
b1916,sdiA,422.299
b1917,yecC,945.614
b1918,yecS,739.098
b1919,yedO,1482.54
b1920,fliY,4478.82
b1921,fliZ,258.21
b1922,fliA,84.7959
b1923,fliC,725.846
b1924,fliD,105.962
b1925,fliS,291.376
b1926,fliT,266.166
b1927,amyA,1133.78
b1928,yedD,1912.47
b1929,yedE,2357.45
b1930,yedF,752.678
b1931,yedK,780.829
b1932,yedL,504.737
b4495,yedN,N.D.
b1935,yedM,14.1356
b1937,fliE,149.606
b1938,fliF,1137.19
b1939,fliG,575.565
b1940,fliH,690.631
b1941,fliI,193.353
b1942,fliJ,146.096
b1943,fliK,165.565
b1944,fliL,158.108
b1945,fliM,493.04
b1946,fliN,382.294
b1947,fliO,27.32
b1948,fliP,77.9813
b1949,fliQ,32.1878
b1950,fliR,852.543
b1951,rcsA,89.5406
b1952,dsrB,736.232
b1953,yodD,636.007
b1955,yedP,651.12
b1956,yedQ,163.123
b1957,yodC,887.82
b1958,yedI,1442.89
b1959,yedA,1155.61
b1960,vsr,1264.54
b1961,dcm,696.258
b1962,yedJ,817.867
b1963,yedR,1256.83
b4496,yedS,N.D.
b1967,yedU,1350.02
b1968,yedV,206.779
b1969,yedW,1053.27
b1970,yedX,232.99
b1971,yedY,180.738
b1972,yedZ,51.1825
b1973,yodA,275.636
b1974,yodB,132.587
b1976,yeeI,649.723
b1978,yeeJ,504.517
b4497,yeeL,N.D.
b1981,shiA,396.956
b1982,amn,858.795
b1983,yeeN,710.628
b1985,yeeO,189.924
b1987,cbl,854.124
b1988,nac,202.39
b1990,erfK,299.378
b1991,cobT,831.782
b1992,cobS,949.9
b1993,cobU,726.064
b1994,trs5_6,N.D.
b1996,yi22_3,N.D.
b1997,yi21_3,N.D.
b1999,yeeP,323.415
b2000,flu,985.22
b2001,yeeR,203.487
b2002,yeeS,648.066
b2003,yeeT,662.053
b2004,yeeU,248.379
b2005,yeeV,197.06
b2006,yeeW,475.417
b2007,yeeX,3888.64
b2008,yeeA,1002.61
b2009,sbmC,787.5
b2010,dacD,1040.59
b2011,sbcB,472.464
b2012,yeeD,1655.06
b2013,yeeE,1180.72
b2014,yeeF,1191.26
b2015,yeeY,370.804
b2016,yeeZ,873.063
b2017,yefM,1476.6
b2018,hisL,3497.82
b2019,hisG,2838.05
b2020,hisD,1633.49
b2021,hisC,2646.91
b2022,hisB,2004.83
b2023,hisH,1693.26
b2024,hisA,2650.93
b2025,hisF,2355.9
b2026,hisI,1344.44
b2027,wzzB,2059.48
b2028,ugd,362.295
b2029,gnd,4964.36
b2030,trs5_7,N.D.
b2031,wbbL,2504.14
b2032,wbbK,1692.64
b2033,wbbJ,1524.54
b2034,wbbI,1550.72
b2035,wbbH,695.093
b2036,glf,1287.87
b2037,rfbX,1262.36
b2038,rfbC,1568.63
b2039,rfbA,2647.86
b2040,rfbD,2469.27
b2041,rfbB,2406.78
b2042,galF,2788.28
b2043,wcaM,218.283
b2044,wcaL,560.996
b2045,wcaK,271.358
b2046,wzxC,869.946
b2047,wcaJ,249.862
b2048,cpsG,1349.62
b2049,cpsB,172.353
b2050,wcaI,321.861
b2051,wcaH,123.595
b2052,wcaG,506.518
b2053,gmd,361.546
b2054,wcaF,77.9074
b2055,wcaE,356.982
b2056,wcaD,413.041
b2057,wcaC,368.092
b2058,wcaB,503.776
b2059,wcaA,329.607
b2060,wzc,170.415
b2061,wzb,193.446
b2062,wza,72.7291
b2063,yegH,547.614
b2064,asmA,588.581
b2065,dcd,1061.47
b2066,udk,802.379
b2067,yegE,289.94
b2068,alkA,336.606
b2069,yegD,151.674
b2070,yegI,342.36
b2071,yegJ,72.6499
b2072,yegK,279.792
b2073,yegL,221.286
b2074,yegM,235.558
b2075,yegN,1499.19
b2076,yegO,228.615
b2077,yegB,238.642
b2078,baeS,537.741
b2079,baeR,592.072
b2080,yegP,2392.27
b2081,yegQ,1395.13
b2082,ogrK,353.386
b2085,yegR,83.589
b2086,yegS,318.788
b2089,tra5_4,N.D.
b4498,gatR,N.D.
b2091,gatD,1361.17
b2092,gatC,3207.23
b2093,gatB,5256.85
b2094,gatA,5598.66
b2095,gatZ,6588.49
b2096,gatY,6621.96
b2097,fbaB,3452.78
b2098,yegT,102.786
b2099,yegU,420.141
b2100,yegV,355.212
b2101,yegW,396.982
b2102,yegX,257.655
b2103,thiD,802.745
b2104,thiM,1754.81
b2105,yohL,454.34
b2106,yohM,97.2542
b2107,yohN,389.202
b2108,yehA,297.938
b2109,yehB,169.307
b2110,yehC,45.2794
b2111,yehD,26.4585
b2112,yehE,800.543
b2113,mrp,1737.9
b2114,metG,1066.3
b4499,molR,N.D.
b2118,yehI,71.9126
b2119,yehL,187.721
b2120,yehM,568.824
b2121,yehP,651.668
b2122,yehQ,103.713
b2123,yehR,96.4971
b2124,yehS,217.094
b2125,yehT,280.851
b2126,yehU,398.969
b2127,yehV,653.989
b2128,yehW,658.855
b2129,yehX,734.453
b2130,yehY,643.985
b2131,yehZ,425.065
b2132,bglX,430.331
b2133,dld,1074.47
b2134,pbpG,812.143
b2135,yohC,381.625
b2136,yohD,404.386
b2137,yohF,638.848
b2138,yohG,608.499
b2139,yohH,434.038
b2140,yohI,296.519
b2141,yohJ,176.002
b2142,yohK,205.204
b2143,cdd,492.098
b2144,sanA,483.687
b2145,yeiS,399.893
b2146,yeiT,781.495
b2147,yeiA,190.983
b2148,mglC,880.163
b2149,mglA,490.404
b2150,mglB,1014.14
b2151,galS,155.715
b2152,yeiB,315.225
b2153,folE,3214.93
b2154,yeiG,1350.09
b2155,cirA,879.26
b2156,lysP,1559.08
b2157,yeiE,732.98
b2158,yeiH,596.75
b2159,nfo,679.027
b2160,yeiI,339.096
b2161,yeiJ,218.62
b2162,rihB,170.922
b2163,yeiL,82.2521
b2164,yeiM,224.323
b2165,yeiN,320.873
b2166,yeiC,185.443
b2167,fruA,257.039
b2168,fruK,537.766
b2169,fruB,575.381
b2170,setB,351.92
b2171,yeiP,1134.06
b2172,yeiQ,194.725
b2173,yeiR,548.473
b2174,yeiU,160.979
b2175,spr,2217
b2176,rtn,403.386
b2177,yejA,340.142
b2178,yejB,173.562
b2179,yejE,366.956
b2180,yejF,296.495
b2181,yejG,1438.09
b2182,bcr,201.966
b2183,rsuA,1162.62
b2184,yejH,255.568
b2185,rplY,6897.98
b2186,yejK,887.446
b2187,yejL,1949.16
b2188,yejM,785.353
b2190,yejO,823.267
b2192,trs5_8,6497.07
b2193,narP,639.981
b2194,ccmH,332.73
b2195,ccmG,565.454
b2196,ccmF,658.483
b2197,ccmE,173.934
b2198,ccmD,228.606
b2199,ccmC,591.725
b2200,ccmB,584.349
b2201,ccmA,331.945
b2202,napC,559.052
b2203,napB,687.264
b2204,napH,523.376
b2205,napG,812.532
b2206,napA,665.567
b2207,napD,573.846
b2208,napF,187.044
b2209,eco,1298.97
b2210,mqo,476.007
b2211,yojI,950.798
b2212,alkB,491.865
b2213,ada,1243.61
b2214,yojL,192.608
b2215,ompC,5879.81
b2216,yojN,2489.61
b2217,rcsB,2387.6
b2218,rcsC,590.883
b2219,atoS,284.819
b2220,atoC,559.222
b2221,atoD,128.943
b2222,atoA,720.046
b2223,atoE,214.694
b2224,atoB,167.371
b2225,yfaP,365.784
b2226,yfaQ,1345.15
b2229,yfaT,210.321
b2230,yfaA,388.095
b2231,gyrA,1155.3
b2232,ubiG,1304.91
b2233,yfaL,829.917
b2234,nrdA,1271.03
b2235,nrdB,1408.49
b2236,yfaE,389.051
b2237,inaA,639.823
b2238,yfaH,85.7701
b2239,glpQ,295.939
b2240,glpT,427.759
b2241,glpA,303.025
b2242,glpB,353.799
b2243,glpC,211.412
b2244,yfaD,1116.4
b2246,yfaV,83.3387
b2247,yfaW,580.835
b2248,yfaX,142.23
b2250,yfaZ,398.649
b2251,yfaO,230.639
b2252,ais,15.7875
b2253,yfbE,271.309
b2254,yfbF,387.212
b2255,yfbG,754.64
b2257,arnT,402.615
b2258,yfbJ,69.1739
b2259,pmrD,847.323
b2260,menE,447.589
b2261,menC,1149.73
b2262,menB,1476.22
b2263,yfbB,1197.15
b2264,menD,642.599
b2265,menF,613.601
b2266,elaB,4145.54
b2267,elaA,1041.36
b2268,elaC,753.037
b2269,elaD,23.6153
b2270,yfbK,137.587
b2271,yfbL,89.2635
b2272,yfbM,47.9465
b2273,yfbN,41.52
b2276,nuoN,1386.52
b2277,nuoM,1547.07
b2278,nuoL,2075.3
b2279,nuoK,1575.19
b2280,nuoJ,N.D.
b2281,nuoI,2492.86
b2282,nuoH,2175.9
b2283,nuoG,2384.92
b2284,nuoF,2539.2
b2285,nuoE,4062.75
b2286,nuoC,3144.73
b2287,nuoB,3400.92
b2288,nuoA,3099.02
b2289,lrhA,840.518
b2290,yfbQ,469.711
b2292,yfbS,435.468
b2293,yfbT,1102.41
b2294,yfbU,2805.66
b2296,ackA,2143.5
b2297,pta,660.725
b2298,yfcC,539.416
